gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,AvgMonthlySpend,NumAddonServices
0,0,1,0,12,1,0,0,2,0,0,0,2,0,0,0,3,52.66,610.22,0,0,50.85,2
1,0,1,0,35,1,0,1,0,0,0,0,0,0,0,0,2,74.09,2579.08,0,2,73.69,0
1,0,0,0,72,1,0,1,0,0,2,0,0,0,0,1,1,74.74,5391.14,1,3,74.88,1
1,1,0,0,7,1,2,1,0,0,2,2,0,2,0,1,2,83.4,567.56,0,0,81.08,3
0,0,1,0,29,1,0,1,2,2,2,0,0,0,2,0,1,82.19,2381.98,0,2,82.14,3
1,0,0,0,63,1,0,1,2,0,0,2,0,0,0,1,2,79.87,5071.2,1,3,80.5,2
0,0,1,0,27,1,0,1,2,0,0,0,0,0,0,1,3,77.24,2098.28,1,2,77.71,1
1,0,1,1,27,0,1,0,0,0,0,0,0,0,0,1,3,44.82,1222.04,0,2,45.26,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,21.16,166.64,1,0,27.77,0
0,0,1,0,18,1,2,1,2,2,2,2,0,0,0,1,3,86.12,1534.98,0,1,85.28,4
1,0,0,0,19,1,0,1,0,0,0,0,0,2,2,1,2,71.42,1356.65,0,1,71.4,1
0,0,1,1,28,1,0,1,0,2,2,2,0,2,0,1,3,89.98,2513.37,0,2,89.76,4
0,0,0,1,72,1,2,2,1,1,1,1,1,1,2,0,3,20.6,1470.67,0,3,20.43,0
1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,2,75.24,0.0,1,0,0.0,1
0,0,1,0,1,1,2,1,2,0,2,0,0,0,0,1,1,77.05,67.94,0,0,67.94,2
0,0,1,0,1,1,2,2,1,1,1,1,1,1,0,0,1,20.36,7.2,0,0,7.2,0
0,0,0,0,32,1,2,2,1,1,1,1,1,1,1,0,1,20.13,638.25,0,2,19.95,0
1,0,0,0,3,0,1,1,0,0,0,2,0,2,0,1,0,79.39,225.09,0,0,75.03,2
1,0,1,0,23,1,0,0,2,2,0,0,2,0,0,0,2,56.74,1311.5,1,1,57.02,3
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,22.6,184.31,0,0,20.48,0
1,0,1,0,14,1,2,2,1,1,1,1,1,1,2,1,1,19.94,299.5,0,1,21.39,0
0,1,1,0,5,1,0,0,2,0,0,0,2,2,0,1,2,56.25,295.77,0,0,59.15,3
0,0,0,0,48,1,2,1,0,0,0,2,2,2,0,1,3,84.38,4059.16,1,2,84.57,3
0,0,1,0,21,1,0,1,0,0,0,2,0,2,0,0,3,77.09,1609.72,1,1,76.65,2
0,0,0,1,69,1,2,0,0,0,0,0,2,0,0,1,2,50.02,3452.26,1,3,50.03,1
0,0,0,0,20,1,0,0,2,0,0,2,2,0,0,0,3,67.14,1340.3,1,1,67.02,3
1,0,0,0,3,1,2,1,0,0,2,2,2,0,0,0,1,85.74,257.76,1,0,85.92,3
0,0,0,0,4,1,0,2,1,1,1,1,1,1,1,1,0,21.01,57.26,0,0,14.32,0
1,0,0,0,72,1,0,0,0,0,2,2,0,0,0,1,2,62.12,4474.73,0,3,62.15,2
1,0,0,1,31,0,1,2,1,1,1,1,1,1,2,1,0,21.36,668.66,0,2,21.57,0
0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,2,22.17,51.05,0,0,51.05,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,1,0,20.72,580.74,0,2,20.03,0
1,0,0,0,12,1,0,1,2,2,2,0,0,0,1,0,1,83.08,973.25,0,0,81.1,3
1,0,1,1,8,1,0,1,0,0,0,2,2,2,1,0,3,87.24,717.59,0,0,89.7,3
1,0,0,0,4,1,0,1,0,0,0,2,2,0,1,1,0,88.51,323.8,1,0,80.95,2
0,0,0,0,43,1,2,2,1,1,1,1,1,1,1,0,3,18.0,803.11,0,2,18.68,0
1,0,0,0,1,1,0,1,2,0,0,2,0,0,1,1,3,77.71,101.37,0,0,101.37,2
0,1,0,1,8,1,2,0,2,0,0,0,0,0,0,1,0,45.74,377.54,1,0,47.19,1
0,0,0,1,8,1,0,0,2,2,2,0,2,0,1,0,1,61.29,459.97,0,0,57.5,4
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,0,81.12,321.29,1,0,80.32,1
1,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,1,19.21,325.52,0,1,19.15,0
0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,1,83.61,5.78,0,0,5.78,2
0,0,1,0,8,1,0,1,0,2,0,0,2,2,2,0,0,81.66,664.36,0,0,83.04,3
0,0,0,0,65,1,0,0,0,2,0,0,0,0,0,1,1,46.78,3025.71,0,3,46.55,1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,2,18.0,165.22,0,0,20.65,0
0,0,1,1,10,1,2,1,0,2,0,2,2,0,2,1,3,92.23,932.71,1,0,93.27,3
1,0,1,0,15,1,0,2,1,1,1,1,1,1,2,0,3,23.88,368.41,0,1,24.56,0
0,1,0,0,19,0,1,1,2,0,0,2,0,2,1,0,3,79.75,1510.78,0,1,79.51,3
0,0,1,0,39,1,2,1,2,2,2,0,2,0,0,0,1,95.71,3740.45,0,2,95.91,4
1,0,1,0,5,1,0,1,0,0,2,0,2,2,2,0,2,83.7,375.64,0,0,75.13,3
0,0,0,0,49,1,0,0,2,2,0,0,0,2,1,0,2,62.27,3059.18,0,3,62.43,3
1,1,1,1,34,1,0,0,0,0,2,2,0,2,1,0,1,60.24,2081.32,0,2,61.22,3
0,0,0,0,30,1,0,0,2,2,2,2,2,2,2,1,2,67.82,2050.22,0,2,68.34,6
1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,0,2,75.86,165.0,1,0,82.5,2
1,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,3,81.77,15.46,1,0,15.46,1
0,0,1,0,21,1,2,0,0,0,0,2,0,2,0,1,0,59.7,1277.89,1,1,60.85,2
0,1,0,1,47,1,0,1,2,0,2,2,2,0,1,0,3,84.89,3985.85,0,2,84.81,4
0,0,0,0,21,1,0,1,0,2,0,2,2,0,0,0,1,86.04,1826.54,1,1,86.98,3
1,0,0,0,5,1,0,1,0,0,0,2,2,0,1,1,2,78.93,403.8,1,0,80.76,2
1,1,0,1,2,1,2,0,2,0,2,0,0,0,0,0,1,60.71,122.71,1,0,61.36,2
1,0,0,0,28,1,0,1,0,0,0,0,0,2,1,1,2,73.98,2098.45,0,2,74.94,1
0,0,1,1,30,1,0,1,2,2,0,0,0,0,2,1,2,76.16,2271.05,0,2,75.7,2
1,0,1,0,4,1,2,0,2,0,2,0,0,2,0,1,3,63.69,241.77,0,0,60.44,3
1,0,1,0,0,1,2,1,0,2,0,0,2,0,1,1,2,85.95,0.0,0,0,0.0,2
0,0,1,0,12,0,1,0,2,0,2,2,0,0,2,1,3,61.97,725.06,0,0,60.42,3
1,0,0,1,20,1,2,2,1,1,1,1,1,1,0,1,3,22.86,448.4,0,1,22.42,0
1,0,0,0,29,0,1,2,1,1,1,1,1,1,0,0,2,18.0,521.0,0,2,17.97,0
0,0,1,0,39,1,0,1,0,2,0,0,2,0,0,1,1,73.61,2879.77,1,2,73.84,2
1,0,0,0,22,1,2,0,0,0,2,0,0,0,2,1,3,43.25,969.12,0,1,44.05,1
0,0,1,0,2,1,2,1,0,0,0,0,0,2,0,1,1,80.25,133.92,0,0,66.96,1
0,0,1,1,27,1,2,1,2,0,0,0,2,2,0,1,1,83.06,2244.81,0,2,83.14,3
0,0,0,0,72,1,2,1,0,0,0,0,0,0,0,1,2,74.13,5317.7,0,3,73.86,0
0,0,1,0,56,1,0,0,2,0,0,0,0,2,0,1,3,52.0,2885.4,0,3,51.52,2
0,0,1,0,49,0,1,0,0,0,2,0,2,2,1,1,0,59.93,2943.05,0,3,60.06,3
1,0,1,0,8,1,2,0,0,2,0,0,0,2,2,1,1,50.97,409.79,0,0,51.22,2
1,0,1,0,33,1,2,1,2,0,0,0,2,2,0,1,1,83.36,2760.75,0,2,83.66,3
0,0,0,0,45,1,2,2,1,1,1,1,1,1,1,0,0,18.0,821.6,0,2,18.26,0
0,0,0,0,27,1,2,1,0,0,2,0,0,0,1,1,2,73.41,1972.42,0,2,73.05,1
1,0,1,1,6,1,0,0,2,0,0,2,0,0,0,0,3,52.97,339.71,0,0,56.62,2
0,0,1,0,72,1,2,0,2,0,0,0,0,0,0,1,1,41.53,2971.79,0,3,41.27,1
0,0,0,1,14,1,0,1,2,0,0,0,0,0,2,1,0,77.12,1058.57,0,1,75.61,1
0,1,0,0,3,1,0,0,0,2,0,0,0,2,1,1,1,57.87,181.57,0,0,60.52,2
1,0,1,1,2,1,2,0,2,0,0,2,0,2,1,0,0,56.69,117.67,0,0,58.84,3
1,0,1,0,25,1,2,0,0,0,2,2,2,2,0,1,2,58.97,1458.05,0,2,58.32,4
0,0,0,1,13,1,0,1,0,0,2,2,0,0,2,0,1,88.65,1135.79,0,1,87.37,2
0,1,0,1,2,1,0,1,0,0,0,0,2,0,1,0,1,76.28,160.16,1,0,80.08,1
1,0,1,0,32,1,0,2,1,1,1,1,1,1,2,1,2,18.0,581.0,0,2,18.16,0
1,0,0,1,38,1,0,1,0,0,0,0,0,2,2,0,2,72.86,2747.92,0,2,72.31,1
0,0,1,0,31,1,0,0,2,2,2,0,2,0,2,1,3,61.74,1901.08,0,2,61.33,4
0,1,0,0,5,1,0,1,2,2,0,0,2,2,2,1,0,86.37,413.63,0,0,82.73,4
1,0,0,1,28,1,2,0,0,0,0,2,0,2,0,1,3,60.46,1650.48,0,2,58.95,2
1,0,0,0,0,1,0,1,0,0,2,2,0,0,2,1,2,81.26,27.28,0,0,27.28,2
1,1,1,0,8,1,2,0,0,0,0,0,0,0,0,1,3,48.18,390.21,1,0,48.78,0
0,1,1,0,12,1,0,0,2,0,2,2,0,0,2,0,2,59.31,734.89,1,0,61.24,3
1,1,1,0,43,1,2,1,0,2,0,0,0,0,0,1,3,79.27,3402.5,0,2,79.13,1
0,0,0,0,11,1,2,0,0,0,2,0,0,0,1,0,0,48.13,509.99,1,0,46.36,1
1,0,1,0,0,0,1,0,2,0,2,0,2,0,0,1,1,61.16,0.0,0,0,0.0,3
1,0,1,1,10,0,1,0,0,0,0,0,0,0,2,0,3,47.44,456.89,0,0,45.69,0
1,0,1,0,16,1,0,1,2,0,2,0,0,0,0,1,0,76.89,1219.87,1,1,76.24,2
1,0,0,0,71,1,0,0,0,2,2,2,2,2,0,0,0,59.52,4194.97,0,3,59.08,5
0,0,1,0,67,1,2,1,2,2,2,0,2,0,2,0,3,81.53,5454.78,0,3,81.41,4
0,0,1,0,4,1,0,1,2,2,0,0,0,0,1,1,2,91.56,354.75,1,0,88.69,2
1,0,1,0,4,0,1,0,0,0,2,0,0,0,0,1,3,53.26,230.5,0,0,57.62,1
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,2,23.49,104.71,1,0,26.18,0
1,0,0,0,37,1,2,2,1,1,1,1,1,1,0,1,1,27.11,995.42,1,2,26.9,0
1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,18.0,9.52,1,0,9.52,0
1,0,0,1,3,1,0,1,0,2,2,2,0,0,2,0,0,81.38,222.23,0,0,74.08,3
1,0,0,1,18,1,0,1,0,2,2,0,0,0,1,1,1,74.48,1315.38,0,1,73.08,2
0,0,1,1,6,1,2,1,2,0,0,2,2,0,0,1,1,96.78,578.8,0,0,96.47,3
1,0,0,0,2,1,2,0,0,0,0,0,2,2,0,1,1,50.01,102.06,1,0,51.03,2
1,0,1,0,10,1,2,0,0,0,2,0,2,0,2,0,2,61.27,609.9,0,0,60.99,2
0,0,1,1,7,1,2,0,0,0,0,0,2,2,0,1,0,51.71,389.09,0,0,55.58,2
1,0,0,1,17,1,2,1,2,2,0,0,0,2,1,1,0,85.43,1466.06,0,1,86.24,3
1,0,1,0,72,1,0,0,2,2,0,2,0,2,0,1,0,71.35,5157.9,0,3,71.64,4
1,0,1,0,3,1,0,1,2,0,0,0,0,0,2,1,2,76.43,218.23,0,0,72.74,1
0,1,1,0,11,1,2,0,2,0,2,2,2,0,2,0,0,64.34,714.39,0,0,64.94,4
1,0,0,0,64,1,0,1,0,2,0,2,0,2,0,0,3,96.34,6144.89,1,3,96.01,3
0,1,1,0,50,1,2,1,2,0,2,2,0,0,1,0,1,75.83,3776.87,0,3,75.54,3
1,1,0,1,12,1,2,0,2,2,0,0,0,0,0,1,1,50.28,609.98,1,0,50.83,2
1,0,0,0,28,1,0,0,0,0,0,0,2,0,0,0,2,48.45,1338.81,0,2,47.81,1
0,1,0,0,2,1,0,0,0,0,0,2,2,2,0,1,2,65.22,114.61,0,0,57.3,3
1,0,1,0,29,1,0,0,2,2,2,0,0,0,0,1,0,57.48,1675.53,0,2,57.78,3
1,0,0,0,72,1,2,1,0,0,0,0,2,0,0,1,3,79.84,5733.2,0,3,79.63,1
0,0,1,0,18,1,2,2,1,1,1,1,1,1,2,1,3,18.0,343.24,0,1,19.07,0
0,0,1,0,16,1,0,1,0,0,0,0,2,0,0,1,0,80.74,1287.55,0,1,80.47,1
0,1,1,0,4,1,0,2,1,1,1,1,1,1,0,1,1,24.47,94.42,0,0,23.6,0
0,0,0,0,24,1,2,2,1,1,1,1,1,1,0,1,2,18.0,437.03,1,1,18.21,0
0,0,1,0,21,1,0,1,0,2,2,0,0,2,0,1,3,84.83,1778.74,1,1,84.7,3
1,0,1,0,25,0,1,0,0,0,2,2,0,2,0,0,1,58.65,1471.85,0,2,58.87,3
0,0,1,1,0,1,2,2,1,1,1,1,1,1,0,0,1,22.25,0.0,0,0,0.0,0
1,0,1,1,19,1,0,1,2,0,0,0,2,0,1,1,2,85.81,1575.97,0,1,82.95,2
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,2,18.0,349.74,0,1,16.65,0
1,1,0,1,5,1,0,1,2,0,0,2,2,0,1,0,2,86.85,425.14,0,0,85.03,3
0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,0,1,86.23,440.96,1,0,88.19,3
0,0,1,1,7,0,1,2,1,1,1,1,1,1,2,1,3,20.62,187.51,0,0,26.79,0
1,0,1,0,29,1,2,1,0,0,0,2,2,0,0,0,3,87.28,2519.26,1,2,86.87,2
0,0,0,0,22,1,0,1,2,0,0,2,0,0,0,1,2,80.8,1764.52,1,1,80.21,2
0,0,1,0,44,1,0,1,2,0,0,0,0,0,0,0,2,68.93,3039.66,0,2,69.08,1
0,0,0,1,8,0,1,2,1,1,1,1,1,1,0,0,0,23.69,193.95,0,0,24.24,0
0,0,1,0,58,1,2,1,0,0,2,0,2,0,2,0,0,88.0,5109.11,0,3,88.09,2
1,1,0,0,32,1,0,1,0,0,0,0,2,0,0,1,0,75.7,2417.29,1,2,75.54,1
1,0,1,0,12,1,2,1,0,0,0,0,2,0,1,0,2,81.76,941.51,1,0,78.46,1
0,1,1,1,2,1,2,1,0,2,0,2,0,2,0,1,3,82.9,169.75,0,0,84.88,3
1,0,0,1,7,0,1,0,0,0,0,2,2,0,2,1,1,57.07,398.54,0,0,56.93,2
0,0,0,0,72,1,2,0,0,2,0,0,2,0,2,1,2,47.19,3365.9,0,3,46.75,2
0,0,1,1,8,1,2,0,2,2,2,2,0,0,0,0,1,61.95,507.23,0,0,63.4,4
1,1,0,0,9,1,0,2,1,1,1,1,1,1,1,0,2,20.84,202.15,0,0,22.46,0
1,0,0,0,5,1,0,0,0,0,0,2,0,0,1,0,2,53.35,277.91,1,0,55.58,1
1,1,1,1,39,1,0,1,0,0,0,0,0,2,1,1,3,77.18,3001.88,0,2,76.97,1
0,1,1,0,7,1,0,2,1,1,1,1,1,1,1,1,1,26.4,189.22,0,0,27.03,0
1,0,1,1,9,1,0,0,2,2,0,0,2,0,1,1,2,52.36,453.28,0,0,50.36,3
0,0,1,0,12,1,0,0,0,0,0,0,2,2,0,1,0,62.35,720.49,0,0,60.04,2
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,0,18.0,232.02,0,1,17.85,0
1,0,1,0,12,1,2,1,0,0,2,0,0,0,0,1,2,68.86,796.28,0,0,66.36,1
0,0,1,0,16,1,2,0,2,0,2,2,0,0,0,1,2,65.18,1040.21,0,1,65.01,3
0,0,1,0,40,1,0,2,1,1,1,1,1,1,2,0,1,18.0,718.96,0,2,17.97,0
0,0,0,0,41,0,1,2,1,1,1,1,1,1,0,0,2,27.07,1093.52,0,2,26.67,0
0,0,1,0,38,1,0,2,1,1,1,1,1,1,0,0,0,18.0,722.82,0,2,19.02,0
0,0,1,0,2,1,2,0,2,0,2,0,0,0,0,1,1,51.22,90.47,0,0,45.24,2
0,0,1,0,38,1,0,1,0,0,0,2,0,2,0,1,2,84.39,3211.06,0,2,84.5,2
0,0,0,1,3,1,2,1,0,0,2,0,2,0,0,1,3,83.36,246.26,1,0,82.09,2
0,0,1,1,3,1,0,1,2,0,2,0,0,0,2,1,2,66.83,219.28,0,0,73.09,2
1,0,0,0,70,1,2,0,2,0,0,0,2,0,0,0,2,51.68,3610.91,1,3,51.58,2
0,0,1,0,41,1,0,0,2,0,2,2,0,2,1,1,2,56.42,2287.88,0,2,55.8,4
0,0,1,0,19,1,0,1,0,2,0,0,0,0,0,0,0,75.69,1446.41,0,1,76.13,1
1,0,0,0,49,1,2,1,2,2,0,2,0,2,1,0,0,90.26,4392.68,1,3,89.65,4
0,0,1,1,72,1,2,0,0,0,0,0,2,2,2,1,0,53.76,3853.76,0,3,53.52,2
1,0,0,1,22,1,0,1,0,2,0,2,0,2,0,1,1,84.47,1848.13,0,1,84.01,3
1,0,0,1,22,1,0,1,0,2,2,0,2,0,2,0,2,79.49,1739.33,0,1,79.06,3
0,1,0,0,33,1,2,0,0,2,0,0,0,0,2,0,2,46.33,1521.96,0,2,46.12,1
1,0,0,0,6,0,1,1,0,0,2,2,2,2,1,0,3,95.33,563.46,0,0,93.91,4
0,0,1,0,4,1,2,1,0,2,0,0,0,2,0,0,2,77.55,312.71,1,0,78.18,2
1,0,1,1,34,1,2,1,0,0,0,0,0,2,1,1,2,72.14,2439.16,0,2,71.74,1
1,0,0,0,10,1,0,0,2,0,2,0,0,0,2,1,3,60.7,615.7,0,0,61.57,2
1,0,0,0,3,1,2,0,0,0,2,0,2,0,0,1,1,49.11,130.5,1,0,43.5,2
0,0,0,0,9,1,0,1,0,0,2,2,2,2,0,1,1,97.4,851.21,1,0,94.58,4
0,0,1,0,10,0,1,2,1,1,1,1,1,1,0,1,2,27.82,255.57,0,0,25.56,0
1,0,1,0,72,1,0,0,0,2,0,0,0,2,0,1,1,49.92,3586.01,0,3,49.81,2
1,0,0,0,28,0,1,1,2,2,0,0,0,0,2,0,1,84.6,2388.22,0,2,85.29,2
0,0,1,1,18,0,1,0,0,0,2,2,2,0,0,1,3,49.19,884.87,1,1,49.16,3
0,1,1,1,72,1,2,0,0,0,0,0,2,0,0,1,2,50.51,3627.5,0,3,50.38,1
1,0,1,1,56,1,2,0,2,2,0,0,2,2,1,1,1,59.96,3356.95,0,3,59.95,4
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,0,22.53,358.81,0,1,21.11,0
0,0,1,0,56,1,2,0,0,2,0,2,0,0,0,1,1,56.57,3133.79,0,3,55.96,2
0,0,0,1,12,1,2,0,0,0,0,0,2,0,0,0,3,48.62,563.69,1,0,46.97,1
0,0,1,0,6,1,0,1,2,2,0,2,0,0,0,0,3,79.53,456.2,0,0,76.03,3
0,0,0,0,6,1,2,0,0,2,0,0,0,2,0,1,2,59.59,405.53,1,0,67.59,2
0,0,0,0,26,0,1,0,0,2,0,2,0,0,0,1,1,54.84,1464.27,0,2,56.32,2
1,0,1,0,16,0,1,0,2,2,0,0,2,0,0,0,2,56.46,941.59,0,1,58.85,3
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,1,2,18.0,425.68,0,2,17.03,0
1,0,1,0,27,1,0,0,0,0,2,2,0,2,2,1,3,59.52,1642.14,0,2,60.82,3
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.5,0.0,0,0,0.0,0
1,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,2,51.55,84.45,1,0,84.45,1
0,0,1,0,18,1,2,0,2,2,0,2,2,2,2,1,0,74.78,1354.81,0,1,75.27,5
0,0,1,1,5,0,1,2,1,1,1,1,1,1,0,0,3,25.24,106.35,0,0,21.27,0
1,0,1,0,24,1,0,1,2,2,0,0,0,0,2,1,3,78.87,1925.98,0,1,80.25,2
1,0,1,0,19,1,2,1,0,2,0,2,0,2,2,1,2,87.13,1687.77,0,1,88.83,3
0,0,0,0,21,1,2,1,2,2,2,2,2,0,0,0,0,94.0,1952.78,0,1,92.99,5
0,0,1,0,8,1,0,0,2,0,0,0,2,0,0,1,2,61.07,495.07,0,0,61.88,2
0,0,0,0,24,1,0,1,2,0,2,0,0,2,0,1,2,84.34,1985.42,0,1,82.73,3
0,0,0,0,42,1,2,1,2,2,0,2,2,0,0,1,0,90.6,3797.3,1,2,90.41,4
0,1,1,1,72,1,0,0,0,2,0,0,2,2,2,1,2,59.87,4302.88,0,3,59.76,3
1,0,1,0,43,1,0,2,1,1,1,1,1,1,2,1,2,22.31,951.15,0,2,22.12,0
1,0,0,1,19,1,0,1,0,0,0,2,0,0,0,0,0,78.16,1517.28,0,1,79.86,1
0,0,1,1,5,0,1,0,0,2,0,0,0,2,1,0,2,61.93,282.93,1,0,56.59,2
1,0,1,0,27,1,2,0,2,2,2,0,2,0,1,0,2,71.06,1914.14,0,2,70.89,4
1,0,1,1,66,1,0,2,1,1,1,1,1,1,0,0,0,20.22,1349.62,0,3,20.45,0
1,0,0,0,5,1,0,1,2,2,0,0,0,2,1,0,0,84.78,397.6,0,0,79.52,3
0,1,0,0,7,1,0,1,0,0,0,2,0,0,2,0,0,73.87,499.42,0,0,71.35,1
1,1,1,0,3,0,1,2,1,1,1,1,1,1,0,0,3,25.04,97.42,0,0,32.47,0
0,0,1,1,32,1,2,1,0,2,2,2,2,0,0,1,3,91.23,2946.26,1,2,92.07,4
1,0,0,0,12,1,0,1,0,0,2,0,2,0,0,1,0,92.31,1099.05,1,0,91.59,2
0,1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,54.68,71.83,1,0,71.83,2
1,0,0,0,49,1,0,1,0,2,2,2,2,2,0,1,2,102.61,5059.03,0,3,103.25,5
0,0,0,0,19,1,0,1,0,2,0,0,2,0,0,0,0,87.65,1657.21,1,1,87.22,2
0,0,1,1,9,0,1,2,1,1,1,1,1,1,0,1,3,27.52,263.51,0,0,29.28,0
1,0,0,0,10,1,0,0,0,2,0,0,2,0,1,1,0,53.35,525.04,0,0,52.5,2
0,0,1,0,8,1,0,0,0,0,0,2,0,2,0,0,2,54.58,409.58,1,0,51.2,2
0,0,1,1,14,1,0,0,2,0,2,0,0,0,0,1,2,54.19,758.73,0,1,54.2,2
0,0,0,0,9,1,2,1,2,0,0,2,0,0,2,0,1,87.37,781.44,0,0,86.83,2
0,0,1,0,19,1,0,0,2,2,0,0,2,2,2,0,3,62.75,1173.72,0,1,61.77,4
0,0,0,1,35,1,0,2,1,1,1,1,1,1,0,0,0,18.0,623.21,0,2,17.81,0
0,0,1,0,26,1,0,2,1,1,1,1,1,1,0,1,2,23.47,605.68,1,2,23.3,0
0,0,0,1,8,1,0,1,0,0,0,2,0,0,2,1,2,68.36,552.45,0,0,69.06,1
0,0,0,0,18,1,0,0,2,2,0,2,2,2,0,1,2,73.84,1349.91,0,1,75.0,5
1,0,1,0,44,1,0,1,0,0,0,2,0,2,0,0,3,74.29,3289.57,0,2,74.76,2
1,1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,1,18.0,16.27,0,0,16.27,0
0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,1,55.78,44.84,1,0,44.84,1
0,0,0,1,19,1,2,1,0,0,0,0,0,2,0,1,0,72.22,1398.98,1,1,73.63,1
1,0,1,1,24,1,0,1,0,0,0,2,2,0,0,1,1,81.53,1954.73,0,1,81.45,2
1,0,0,1,5,1,0,2,1,1,1,1,1,1,1,0,0,26.04,118.26,0,0,23.65,0
1,0,1,0,32,1,0,0,0,0,2,0,0,0,2,1,3,44.31,1421.32,0,2,44.42,1
0,1,1,0,24,0,1,0,2,0,2,2,2,0,2,1,2,65.87,1544.36,0,1,64.35,4
1,1,1,0,61,1,2,1,0,2,2,2,0,2,0,0,0,93.23,5677.64,0,3,93.08,4
0,0,1,1,4,1,0,0,2,0,2,2,0,0,0,0,2,52.9,200.85,1,0,50.21,3
0,0,0,0,33,1,2,1,2,0,2,0,0,0,1,0,3,74.81,2452.94,0,2,74.33,2
1,0,0,0,2,1,2,0,2,0,2,0,0,0,0,0,1,63.08,133.76,1,0,66.88,2
0,0,0,0,19,1,0,1,2,2,2,2,0,2,0,1,2,89.27,1717.68,0,1,90.4,5
0,0,1,0,19,1,0,1,0,0,2,2,0,0,0,1,2,78.25,1520.6,1,1,80.03,2
0,0,0,1,11,0,1,1,0,0,2,2,0,0,0,0,2,69.92,759.21,0,0,69.02,2
0,0,1,1,44,1,2,2,1,1,1,1,1,1,0,0,3,18.0,786.34,0,2,17.87,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,23.88,0.0,0,0,0.0,0
1,0,0,0,17,1,0,1,2,0,0,2,0,0,2,0,3,84.79,1452.19,0,1,85.42,2
0,0,1,1,5,1,2,1,0,0,0,0,0,2,0,0,2,78.97,357.5,1,0,71.5,1
0,0,1,1,32,1,2,1,0,2,0,0,2,2,2,1,3,84.83,2706.78,0,2,84.59,3
1,0,1,0,1,1,0,0,2,0,2,0,2,2,2,1,2,59.62,65.45,1,0,65.45,4
0,0,0,0,42,1,0,1,0,2,0,2,0,2,0,0,1,87.07,3644.48,1,2,86.77,3
1,0,0,1,43,1,2,0,2,2,0,2,0,0,1,0,3,57.79,2476.39,0,2,57.59,3
0,1,0,0,42,1,0,0,0,0,0,2,0,0,1,0,0,41.96,1782.15,0,2,42.43,1
0,0,1,0,3,1,0,1,0,2,0,2,0,0,0,0,0,80.14,239.28,1,0,79.76,2
1,0,0,0,23,1,2,1,2,0,2,0,0,0,0,1,3,86.35,2009.94,1,1,87.39,2
1,0,0,0,0,1,0,0,0,2,0,0,2,2,0,1,2,65.55,32.75,0,0,32.75,3
1,0,1,1,45,1,0,1,2,0,0,2,2,0,1,1,3,90.89,4100.66,0,2,91.13,3
1,1,0,0,30,1,2,2,1,1,1,1,1,1,0,0,0,21.51,639.48,1,2,21.32,0
0,0,1,0,18,1,0,1,0,0,2,0,0,0,0,1,3,70.35,1297.93,1,1,72.11,1
1,1,1,0,31,1,0,1,0,0,2,2,2,0,0,1,2,87.94,2675.61,1,2,86.31,3
0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,2,50.76,70.49,1,0,35.24,1
1,1,1,0,18,1,0,2,1,1,1,1,1,1,0,1,2,18.71,352.19,1,1,19.57,0
1,0,0,0,8,1,2,0,0,2,2,0,2,2,0,0,2,68.33,596.13,1,0,74.52,4
0,1,0,0,72,0,1,2,1,1,1,1,1,1,2,1,1,22.28,1617.81,0,3,22.47,0
1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,1,2,18.0,831.7,0,2,18.08,0
1,0,0,1,31,1,0,1,0,2,2,0,0,2,1,0,3,81.67,2522.44,1,2,81.37,3
1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,0,18.0,1181.12,0,3,18.17,0
