customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3838-OHATN,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,83.7,375.64,No
1421-TSSTW,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,62.27,3059.18,No
7640-QFNED,Male,1,Yes,Yes,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),60.24,2081.32,No
7699-DSWTR,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67.82,2050.22,No
9853-SNDKM,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.86,165.0,Yes
3441-JDKRF,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,81.77,15.46,Yes
8796-XJRGA,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.7,1277.89,Yes
8153-AJUJQ,Female,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,84.89,3985.85,No
5144-MWHCA,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.04,1826.54,Yes
1471-MWIEE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,78.93,403.8,Yes
5583-PHRDD,Male,1,No,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),60.71,122.71,Yes
5335-BMXJR,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,73.98,2098.45,No
9973-SIMJN,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,76.16,2271.05,No
7595-TKKNC,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.69,241.77,No
5078-CZXXX,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,85.95,0.0,No
3112-KULJJ,Female,0,Yes,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,61.97,725.06,No
4160-WPDQK,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.86,448.4,No
5144-DDXYG,Male,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,521.0,No
7174-CQYZR,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.61,2879.77,Yes
5458-WWHBB,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,43.25,969.12,No
7020-JKVSS,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.25,133.92,No
8695-LAMRS,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.06,2244.81,No
1550-QGSFR,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.13,5317.7,No
2914-RHRAT,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.0,2885.4,No
6004-VFJJX,Female,0,Yes,No,49,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),59.93,2943.05,No
1628-HHVVT,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),50.97,409.79,No
4536-FYXQW,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.36,2760.75,No
4718-AKJSR,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,821.6,No
9969-GRSIA,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,73.41,1972.42,No
6394-EIRYP,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.97,339.71,No
1906-BNTFD,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.53,2971.79,No
5055-PBBCA,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.12,1058.57,No
6711-IHJXW,Female,1,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),57.87,181.57,No
3984-WVTIO,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),56.69,117.67,No
8510-WBPHT,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.97,1458.05,No
1652-FIEMX,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),88.65,1135.79,No
3292-WQXYD,Female,1,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),76.28,160.16,Yes
7637-QYLNE,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,581.0,No
4049-KNSNA,Male,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,72.86,2747.92,No
9631-FYDPT,Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,61.74,1901.08,No
8498-AQJDS,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.37,413.63,No
4135-QHTSQ,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.46,1650.48,No
3798-CCRAU,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,81.26,27.28,No
3656-CUAHO,Male,1,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.18,390.21,Yes
3240-PMYHE,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,59.31,734.89,Yes
4020-BJPIM,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.27,3402.5,No
5997-SSQSI,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),48.13,509.99,Yes
3501-SAAVJ,Male,0,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.16,0.0,No
5283-ZVABB,Male,0,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,47.44,456.89,No
8306-FDRJB,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.89,1219.87,Yes
6654-RKYCK,Male,0,No,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.52,4194.97,No
1762-IKVWY,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,81.53,5454.78,No
4369-XSRXA,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,91.56,354.75,Yes
7539-BTHEA,Male,0,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.26,230.5,No
3217-LYVON,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.49,104.71,Yes
6297-WANAY,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.11,995.42,Yes
2063-UBREL,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,9.52,Yes
4017-YVOPL,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),81.38,222.23,No
2896-GABIM,Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),74.48,1315.38,No
3061-SNXWK,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.78,578.8,No
9005-ZHHZX,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.01,102.06,Yes
4710-QMGHN,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,61.27,609.9,No
2041-TLVDK,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.71,389.09,No
8756-BBPRG,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),85.43,1466.06,No
3242-GOKHI,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.35,5157.9,No
7861-TEAUJ,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,76.43,218.23,No
3166-KREIL,Female,1,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.34,714.39,No
6416-ZTAFY,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,96.34,6144.89,Yes
8720-KWAVB,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),75.83,3776.87,No
8271-WGTQN,Male,1,No,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.28,609.98,Yes
5502-EUICE,Male,0,No,No,28,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.45,1338.81,No
5393-RUEBY,Female,1,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.22,114.61,No
9994-LAKDD,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.48,1675.53,No
9322-XWAAX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.84,5733.2,No
4748-RLXHW,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,343.24,No
5015-JRZTI,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.74,1287.55,No
3664-BZRNB,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.47,94.42,No
5375-SIQEX,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,437.03,Yes
8954-IGYVI,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.83,1778.74,Yes
5265-RTEJI,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.65,1471.85,No
1737-HUPIE,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.25,0.0,No
7897-HQCTN,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,85.81,1575.97,No
2481-GLCNQ,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,349.74,No
5828-ROWBA,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,86.85,425.14,No
5621-YJSVB,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.23,440.96,Yes
7753-UPUZV,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.62,187.51,No
5205-LUHOK,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,87.28,2519.26,Yes
4674-YYGBM,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.8,1764.52,Yes
9916-RHTWE,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,68.93,3039.66,No
7344-ZSTFW,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.69,193.95,No
1960-FLAAM,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),88.0,5109.11,No
9269-DKYZL,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.7,2417.29,Yes
9997-KXBLA,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,81.76,941.51,Yes
1850-OQZKQ,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.9,169.75,No
7968-GETOE,Male,0,No,Yes,7,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),57.07,398.54,No
1852-UBGXK,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,47.19,3365.9,No
8556-BXPGT,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),61.95,507.23,No
9231-WZGEW,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.84,202.15,No
2735-QIPZG,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,53.35,277.91,Yes
8387-TROGH,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,77.18,3001.88,No
7820-CQSND,Female,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.4,189.22,No
5679-YRAOT,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,52.36,453.28,No
5015-PWMPC,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.35,720.49,No
6890-LFPWZ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,232.02,No
9040-KPEUV,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.86,796.28,No
7052-MIYEQ,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.18,1040.21,No
5030-INDQQ,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,718.96,No
7263-SBFBT,Female,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.07,1093.52,No
8243-AHHIT,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,722.82,No
6472-FZTQU,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.22,90.47,No
2091-AWZRV,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.39,3211.06,No
3520-QRHMI,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.36,246.26,Yes
8552-PZLCT,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,66.83,219.28,No
8732-QMKME,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.68,3610.91,Yes
2098-WQCHP,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,56.42,2287.88,No
2825-SKWWH,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.69,1446.41,No
3438-SBLXD,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),90.26,4392.68,Yes
8719-RLHXO,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.76,3853.76,No
5329-FGWSQ,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.47,1848.13,No
2637-FWZIK,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,79.49,1739.33,No
4532-SOXGU,Female,1,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,46.33,1521.96,No
8534-PNGOY,Male,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,95.33,563.46,No
1214-PMZLU,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.55,312.71,Yes
9121-FOPKW,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,72.14,2439.16,No
4876-IAVXD,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,60.7,615.7,No
5608-ASJNU,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.11,130.5,Yes
4086-PMTID,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.4,851.21,Yes
8890-ZXYMP,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.82,255.57,No
4693-IGTLY,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.92,3586.01,No
3913-VZKQC,Male,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),84.6,2388.22,No
8798-HGPZM,Female,0,Yes,Yes,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.19,884.87,Yes
9795-EZBUG,Female,1,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.51,3627.5,No
2311-FQYVC,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),59.96,3356.95,No
6999-VPGTM,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.53,358.81,No
1450-SMTRG,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.57,3133.79,No
5328-YQPML,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,48.62,563.69,Yes
6513-RTEGU,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,79.53,456.2,No
5991-TUOLB,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.59,405.53,Yes
4504-NRPTP,Female,0,No,No,26,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.84,1464.27,No
4042-NHDDU,Male,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,56.46,941.59,No
1384-APMZN,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,425.68,No
9350-UVOCD,Male,0,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,59.52,1642.14,No
2124-YRVYN,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,0.0,No
5020-MUMKU,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,51.55,84.45,Yes
6341-FHPHA,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.78,1354.81,No
5456-NLVEU,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.24,106.35,No
4981-TERIS,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,78.87,1925.98,No
3976-BULJU,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,87.13,1687.77,No
6843-BDUFQ,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.0,1952.78,No
2693-TJDAP,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.07,495.07,No
6874-ODAQS,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.34,1985.42,No
1404-NIOMI,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.6,3797.3,Yes
8377-MKZEZ,Female,1,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,59.87,4302.88,No
1382-SFCPR,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.31,951.15,No
2065-CBAPP,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.16,1517.28,No
7485-DMSFP,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,61.93,282.93,Yes
3915-FYGST,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,71.06,1914.14,No
8544-NMVRZ,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.22,1349.62,No
7231-SCEYJ,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),84.78,397.6,No
2174-XXRNR,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),73.87,499.42,No
5424-DVOWA,Male,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.04,97.42,No
2335-KAZXN,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.23,2946.26,Yes
9334-QBRTR,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.31,1099.05,Yes
8164-VMGAB,Female,1,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,54.68,71.83,Yes
1220-PEBMS,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.61,5059.03,No
3166-DZMHO,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.65,1657.21,Yes
7963-UCDEE,Female,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.52,263.51,No
9396-TLWBP,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.35,525.04,No
1536-TCKFN,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.58,409.58,Yes
8512-DBOHL,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.19,758.73,No
9382-NRNDR,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),87.37,781.44,No
4312-APGWH,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,62.75,1173.72,No
9954-SZRVS,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,623.21,No
